-120.9,-21.945,-10,-20.9,120.9,-21.945,10,-20.9,-2.09
-121.1,-22.366,-10,-21.1,121.1,-22.366,10,-21.1,-2.11
-121.3,-22.791,-10,-21.3,121.3,-22.791,10,-21.3,-2.13
-121.5,-23.22,-10,-21.5,121.5,-23.22,10,-21.5,-2.15
-121.7,-23.653,-10,-21.7,121.7,-23.653,10,-21.7,-2.17
-121.9,-24.09,-10,-21.9,121.9,-24.09,10,-21.9,-2.19
-122.1,-24.531,-10,-22.1,122.1,-24.531,10,-22.1,-2.21
-122.3,-24.976,-10,-22.3,122.3,-24.976,10,-22.3,-2.23
-122.5,-25.425,-10,-22.5,122.5,-25.425,10,-22.5,-2.25
-122.7,-25.878,-10,-22.7,122.7,-25.878,10,-22.7,-2.27
-122.9,-26.335,-10,-22.9,122.9,-26.335,10,-22.9,-2.29
-123.1,-26.796,-10,-23.1,123.1,-26.796,10,-23.1,-2.31
-123.3,-27.261,-10,-23.3,123.3,-27.261,10,-23.3,-2.33
-123.5,-27.73,-10,-23.5,123.5,-27.73,10,-23.5,-2.35
-123.7,-28.203,-10,-23.7,123.7,-28.203,10,-23.7,-2.37
-123.9,-28.68,-10,-23.9,123.9,-28.68,10,-23.9,-2.39
-124.1,-29.161,-10,-24.1,124.1,-29.161,10,-24.1,-2.41
-124.3,-29.646,-10,-24.3,124.3,-29.646,10,-24.3,-2.43
-124.5,-30.135,-10,-24.5,124.5,-30.135,10,-24.5,-2.45
-124.7,-30.628,-10,-24.7,124.7,-30.628,10,-24.7,-2.47
-125,-31.375,-10,-25,125,-31.375,10,-25,-2.5
-125.1,-31.626,-10,-25.1,125.1,-31.626,10,-25.1,-2.51
-125.3,-32.131,-10,-25.3,125.3,-32.131,10,-25.3,-2.53
-125.5,-32.64,-10,-25.5,125.5,-32.64,10,-25.5,-2.55
-125.7,-33.153,-10,-25.7,125.7,-33.153,10,-25.7,-2.57
-125.9,-33.67,-10,-25.9,125.9,-33.67,10,-25.9,-2.59
-126.1,-34.191,-10,-26.1,126.1,-34.191,10,-26.1,-2.61
-126.3,-34.716,-10,-26.3,126.3,-34.716,10,-26.3,-2.63
-126.5,-35.245,-10,-26.5,126.5,-35.245,10,-26.5,-2.65
-126.7,-35.778,-10,-26.7,126.7,-35.778,10,-26.7,-2.67
-126.9,-36.315,-10,-26.9,126.9,-36.315,10,-26.9,-2.69
-127.1,-36.856,-10,-27.1,127.1,-36.856,10,-27.1,-2.71
-127.3,-37.401,-10,-27.3,127.3,-37.401,10,-27.3,-2.73
-127.5,-37.95,-10,-27.5,127.5,-37.95,10,-27.5,-2.75
-127.7,-38.503,-10,-27.7,127.7,-38.503,10,-27.7,-2.77
-127.9,-39.06,-10,-27.9,127.9,-39.06,10,-27.9,-2.79
-128.1,-39.621,-10,-28.1,128.1,-39.621,10,-28.1,-2.81
-128.3,-40.186,-10,-28.3,128.3,-40.186,10,-28.3,-2.83
-128.5,-40.755,-10,-28.5,128.5,-40.755,10,-28.5,-2.85
-128.7,-41.328,-10,-28.7,128.7,-41.328,10,-28.7,-2.87
-128.9,-41.905,-10,-28.9,128.9,-41.905,10,-28.9,-2.89
-129.1,-42.486,-10,-29.1,129.1,-42.486,10,-29.1,-2.91
-129.3,-43.071,-10,-29.3,129.3,-43.071,10,-29.3,-2.93
-129.6,-43.956,-10,-29.6,129.6,-43.956,10,-29.6,-2.96
-129.7,-44.253,-10,-29.7,129.7,-44.253,10,-29.7,-2.97
-129.9,-44.85,-10,-29.9,129.9,-44.85,10,-29.9,-2.99
-130.2,-45.753,-10,-30.2,130.2,-45.753,10,-30.2,-3.02
-130.3,-46.056,-10,-30.3,130.3,-46.056,10,-30.3,-3.03
-130.5,-46.665,-10,-30.5,130.5,-46.665,10,-30.5,-3.05
-130.7,-47.278,-10,-30.7,130.7,-47.278,10,-30.7,-3.07
-130.9,-47.895,-10,-30.9,130.9,-47.895,10,-30.9,-3.09
-131.1,-48.516,-10,-31.1,131.1,-48.516,10,-31.1,-3.11
-131.3,-49.141,-10,-31.3,131.3,-49.141,10,-31.3,-3.13
-131.5,-49.77,-10,-31.5,131.5,-49.77,10,-31.5,-3.15
-131.7,-50.403,-10,-31.7,131.7,-50.403,10,-31.7,-3.17
-131.9,-51.04,-10,-31.9,131.9,-51.04,10,-31.9,-3.19
-132.1,-51.681,-10,-32.1,132.1,-51.681,10,-32.1,-3.21
-132.3,-52.326,-10,-32.3,132.3,-52.326,10,-32.3,-3.23
-132.5,-52.975,-10,-32.5,132.5,-52.975,10,-32.5,-3.25
-132.7,-53.628,-10,-32.7,132.7,-53.628,10,-32.7,-3.27
-132.9,-54.285,-10,-32.9,132.9,-54.285,10,-32.9,-3.29
-133.1,-54.946,-10,-33.1,133.1,-54.946,10,-33.1,-3.31
-133.3,-55.611,-10,-33.3,133.3,-55.611,10,-33.3,-3.33
-133.5,-56.28,-10,-33.5,133.5,-56.28,10,-33.5,-3.35
-133.7,-56.953,-10,-33.7,133.7,-56.953,10,-33.7,-3.37
-133.9,-57.63,-10,-33.9,133.9,-57.63,10,-33.9,-3.39
-134.1,-58.311,-10,-34.1,134.1,-58.311,10,-34.1,-3.41
-134.3,-58.996,-10,-34.3,134.3,-58.996,10,-34.3,-3.43
-134.5,-59.685,-10,-34.5,134.5,-59.685,10,-34.5,-3.45
-134.7,-60.378,-10,-34.7,134.7,-60.378,10,-34.7,-3.47
-134.9,-61.075,-10,-34.9,134.9,-61.075,10,-34.9,-3.49
-135.1,-61.776,-10,-35.1,135.1,-61.776,10,-35.1,-3.51
-135.3,-62.481,-10,-35.3,135.3,-62.481,10,-35.3,-3.53
-135.5,-63.19,-10,-35.5,135.5,-63.19,10,-35.5,-3.55
-135.7,-63.903,-10,-35.7,135.7,-63.903,10,-35.7,-3.57
-135.9,-64.62,-10,-35.9,135.9,-64.62,10,-35.9,-3.59
-136.1,-65.341,-10,-36.1,136.1,-65.341,10,-36.1,-3.61
-136.3,-66.066,-10,-36.3,136.3,-66.066,10,-36.3,-3.63
-136.5,-66.795,-10,-36.5,136.5,-66.795,10,-36.5,-3.65
-136.7,-67.528,-10,-36.7,136.7,-67.528,10,-36.7,-3.67
-136.9,-68.265,-10,-36.9,136.9,-68.265,10,-36.9,-3.69
-137.1,-69.006,-10,-37.1,137.1,-69.006,10,-37.1,-3.71
-137.3,-69.751,-10,-37.3,137.3,-69.751,10,-37.3,-3.73
-137.5,-70.5,-10,-37.5,137.5,-70.5,10,-37.5,-3.75
-137.7,-71.253,-10,-37.7,137.7,-71.253,10,-37.7,-3.77
-137.9,-72.01,-10,-37.9,137.9,-72.01,10,-37.9,-3.79
-138.2,-73.153,-10,-38.2,138.2,-73.153,10,-38.2,-3.82
-138.3,-73.536,-10,-38.3,138.3,-73.536,10,-38.3,-3.83
-138.5,-74.305,-10,-38.5,138.5,-74.305,10,-38.5,-3.85
-138.7,-75.078,-10,-38.7,138.7,-75.078,10,-38.7,-3.87
-138.9,-75.855,-10,-38.9,138.9,-75.855,10,-38.9,-3.89
-139.1,-76.636,-10,-39.1,139.1,-76.636,10,-39.1,-3.91
-139.3,-77.421,-10,-39.3,139.3,-77.421,10,-39.3,-3.93
-139.5,-78.21,-10,-39.5,139.5,-78.21,10,-39.5,-3.95
-139.7,-79.003,-10,-39.7,139.7,-79.003,10,-39.7,-3.97
-139.9,-79.8,-10,-39.9,139.9,-79.8,10,-39.9,-3.99
-140.2,-81.003,-10,-40.2,140.2,-81.003,10,-40.2,-4.02
-140.3,-81.406,-10,-40.3,140.3,-81.406,10,-40.3,-4.03
-140.6,-82.621,-10,-40.6,140.6,-82.621,10,-40.6,-4.06
-140.7,-83.028,-10,-40.7,140.7,-83.028,10,-40.7,-4.07
-140.9,-83.845,-10,-40.9,140.9,-83.845,10,-40.9,-4.09
-141.1,-84.666,-10,-41.1,141.1,-84.666,10,-41.1,-4.11
